period,pca_x,pca_y
2007-2011,-0.2177037566074726,-2.2066425701536265
2007-2011,6.077135809938748,-6.392271315585555
2007-2011,5.646271935733059,-3.4554153734880204
2007-2011,4.577533269500605,-1.3172212370826182
2007-2011,5.405228309306045,-2.5508514306081835
2007-2011,3.478666288806499,1.9994147815056318
2007-2011,4.851880997703696,-1.7923470568506237
2007-2011,3.7911032099050903,-0.16147848971275738
2007-2011,4.921244658980594,1.1775073949078874
2007-2011,4.705535662792767,-5.668305956791073
2007-2011,-0.9059080891347252,3.827877122179202
2007-2011,8.004821201446923,-0.7636086470426341
2007-2011,7.63329081305884,1.729018641594026
2007-2011,5.325513098395351,0.06609078655430314
2007-2011,6.360658156549517,-2.8967038889628736
2007-2011,-2.4525849079454223,-4.517631236882566
2007-2011,-4.014425069375811,-3.3782855447732882
2007-2011,6.95664628151836,0.9276195429493861
2007-2011,8.354757724467856,-4.169303506294032
2007-2011,6.77548917630572,-1.8723759936150268
2007-2011,3.616171375389877,1.799063235570301
2007-2011,4.8056738077373105,-2.2619654000419946
2007-2011,-4.0563338096857855,-3.6527503801668315
2007-2011,-2.293460219715705,-4.807443315723542
2007-2011,-4.845247161037889,-4.9336252911506495
2007-2011,-4.497437035057624,-3.6341204162488783
2007-2011,4.472484888575924,2.5707123089017765
2007-2011,3.056649863144351,1.6603935394979645
2007-2011,-0.6090694133209378,-6.159667674930738
2007-2011,6.596407882720529,-3.489221419193917
2007-2011,-0.38114312298240266,-4.979624489393764
2007-2011,4.15388664223925,1.1739620859227804
2007-2011,3.414749951735574,0.4174199890692907
2007-2011,5.827985682727848,2.8252404191762874
2007-2011,7.816847542692075,0.7625474681148685
2007-2011,-2.2791245145275827,-6.998277278653865
2007-2011,4.790916977504892,1.0025546312688862
2007-2011,6.780897805059696,-2.826165413188027
2007-2011,1.2920093667071928,1.368557199728361
2007-2011,6.805455101979396,-3.6080593813026947
2007-2011,5.2335373122083135,-4.3300037515861955
2007-2011,5.692570861712069,-3.387772524073781
2007-2011,4.318797950262617,1.0990363080694305
2007-2011,5.626819281532283,-1.4966987339802376
2007-2011,-2.2079087819210965,1.6164995136040297
2007-2011,5.87428935680192,1.9709770465684122
2007-2011,3.6241628284996006,1.4285572597529608
2007-2011,-2.8562194785053494,-4.720690756781644
2007-2011,4.1525771649079175,3.569236262425837
2007-2011,0.07341470263234054,-0.22199903554344175
2007-2011,2.8583039450927172,1.4806385513493159
2007-2011,-4.3889950299430565,-3.6321851831578575
2007-2011,2.892191093252629,1.7459591251042887
2007-2011,4.460333740181731,1.7676719308608548
2007-2011,7.146650015508147,-3.015177269568138
2007-2011,0.8680375670447171,-1.6606921957334317
2007-2011,3.0308214071236987,1.2282657859566384
2007-2011,2.598290915459897,0.8373215833543932
2007-2011,5.830294652156166,-1.3566936083459415
2007-2011,0.4375448988590802,-2.609636180986664
2007-2011,3.1913169251952587,-1.0954094938278396
2007-2011,-1.5297653897565877,-0.7253199333083017
2007-2011,2.7310199223328278,-3.2024430897427356
2007-2011,4.918022248508114,-3.2492021183552824
2007-2011,-0.35620283734134645,-2.272493524264118
2007-2011,6.069214070380166,-6.261873390352989
2007-2011,6.367357474167537,-6.648603631002649
2007-2011,4.777323243884262,0.3046382803533953
2007-2011,5.170010555795909,-3.4636295452876875
2007-2011,-3.1645871968992925,-2.9045326672691454
2007-2011,1.1372636521603299,-6.733170092338074
2007-2011,0.380431715038859,-3.6809797409580174
2007-2011,2.7638941302849975,-3.0810115216527643
2007-2011,7.9430227391634896,-1.2796769932985985
2007-2011,-2.67263687148845,-4.497776919050219
2007-2011,1.7039060412489626,-0.4522400367040508
2007-2011,6.003806893129175,-2.2523865205849414
2007-2011,3.1927832822393016,-2.6984129227398683
2007-2011,2.9649078905294344,-3.34168607047451
2007-2011,2.8477554104737157,0.46328758435190986
2007-2011,4.692134052209573,2.218160793644966
2007-2011,5.560126499232232,0.8057323502089293
2007-2011,5.783050776703371,-2.810814098663741
2007-2011,6.974957375289467,-4.448894164705928
2007-2011,6.542059535618629,-2.643001470892207
2007-2011,5.827603395383807,-2.161850446900403
2007-2011,4.5393125881888565,0.712020172170118
2007-2011,0.674376067919833,-5.412215170052718
2007-2011,5.062553928907159,-6.5377146595947835
2007-2011,4.496963626032269,3.4303841881381354
2007-2011,7.42935739340857,-1.2538449373728
2007-2011,4.614463794077565,-6.581620012765123
2007-2011,4.488247871851716,2.801756069766082
2007-2011,3.6032037975178564,1.1593692702710992
2007-2011,5.73980813448754,3.082536952821571
2007-2011,3.416452882986538,-3.2041045279047893
2007-2011,0.5856506822056764,-2.5813111987862056
2007-2011,7.438721663882088,1.1940485131440157
2007-2011,3.7997554981461277,-3.20043755993148
2007-2011,3.678484199723466,-1.4298197910114716
2007-2011,8.337389792962327,-4.5339732586894135
2007-2011,2.7811456668743686,2.5393882191868173
2007-2011,4.199458644215074,2.7186195392149335
2007-2011,7.058659874612623,-2.071172774638188
2007-2011,3.5764379717947206,-1.5175051104178952
2007-2011,2.9391752010262353,1.353080375875653
2007-2011,5.808152095945042,1.3928996202285033
