x,y,year,period,representation
-8.004819,0.76361024,2010,2007-2011,SBERT Specter
-7.6332903,-1.7290082,2010,2007-2011,SBERT Specter
-5.3255234,-0.06609881,2010,2007-2011,SBERT Specter
-6.360659,2.896719,2010,2007-2011,SBERT Specter
2.452581,4.5176363,2010,2007-2011,SBERT Specter
4.014427,3.378281,2010,2007-2011,SBERT Specter
-6.9566474,-0.9276087,2010,2007-2011,SBERT Specter
-8.354758,4.169304,2010,2007-2011,SBERT Specter
-6.7754884,1.8723632,2010,2007-2011,SBERT Specter
-3.6161788,-1.799044,2010,2007-2011,SBERT Specter
-4.8056865,2.2619705,2010,2007-2011,SBERT Specter
4.0563207,3.65275,2010,2007-2011,SBERT Specter
2.2934427,4.8074512,2010,2007-2011,SBERT Specter
4.8452497,4.93365,2010,2007-2011,SBERT Specter
4.497435,3.634129,2010,2007-2011,SBERT Specter
-4.4724817,-2.570727,2010,2007-2011,SBERT Specter
-3.0566611,-1.660409,2010,2007-2011,SBERT Specter
0.60905707,6.1596694,2010,2007-2011,SBERT Specter
-6.5964093,3.4892302,2010,2007-2011,SBERT Specter
0.38114536,4.9796286,2010,2007-2011,SBERT Specter
-4.153896,-1.1739329,2010,2007-2011,SBERT Specter
-3.414762,-0.41741255,2010,2007-2011,SBERT Specter
-5.8279834,-2.8252063,2010,2007-2011,SBERT Specter
-7.816847,-0.7625489,2010,2007-2011,SBERT Specter
2.2791185,6.9982805,2010,2007-2011,SBERT Specter
-4.790915,-1.0025692,2010,2007-2011,SBERT Specter
-6.7808957,2.8261642,2010,2007-2011,SBERT Specter
-1.2920104,-1.3685743,2010,2007-2011,SBERT Specter
-6.80545,3.6080542,2010,2007-2011,SBERT Specter
-5.2335305,4.330001,2010,2007-2011,SBERT Specter
-5.6925645,3.3877716,2010,2007-2011,SBERT Specter
-4.318811,-1.0989994,2010,2007-2011,SBERT Specter
-5.6268167,1.4966877,2010,2007-2011,SBERT Specter
2.2079043,-1.616487,2010,2007-2011,SBERT Specter
-5.8742833,-1.9709934,2010,2007-2011,SBERT Specter
-3.624179,-1.4285372,2010,2007-2011,SBERT Specter
2.8562217,4.720692,2010,2007-2011,SBERT Specter
-4.1525755,-3.5692525,2010,2007-2011,SBERT Specter
-0.073412776,0.22197965,2010,2007-2011,SBERT Specter
-2.8583164,-1.4806479,2010,2007-2011,SBERT Specter
4.3889856,3.6321993,2010,2007-2011,SBERT Specter
-2.8921976,-1.745977,2010,2007-2011,SBERT Specter
-4.460333,-1.7676913,2010,2007-2011,SBERT Specter
-7.1466427,3.0151882,2010,2007-2011,SBERT Specter
-0.86805195,1.660693,2010,2007-2011,SBERT Specter
-3.030827,-1.2282829,2010,2007-2011,SBERT Specter
-2.5982938,-0.8373394,2010,2007-2011,SBERT Specter
-5.8302994,1.3566908,2010,2007-2011,SBERT Specter
-0.43755054,2.60964,2010,2007-2011,SBERT Specter
-3.191315,1.0954257,2010,2007-2011,SBERT Specter
