x,y,year,period,representation
0.06957462984812796,0.10005424056936604,2007,2007-2011,TF-IDF Chen
0.002777728860257959,0.00393700099620305,2007,2007-2011,TF-IDF Chen
0.030777582720498867,0.00045245714333213394,2007,2007-2011,TF-IDF Chen
0.0671571937703548,0.04885653135139227,2007,2007-2011,TF-IDF Chen
0.014442198457533126,0.009356368676298651,2007,2007-2011,TF-IDF Chen
0.1061851010237057,0.05438914921526827,2007,2007-2011,TF-IDF Chen
0.013104539410209585,-0.009107452150217459,2007,2007-2011,TF-IDF Chen
0.04919186635318065,0.06869221721468387,2007,2007-2011,TF-IDF Chen
0.03175316357923112,0.02323709959843322,2007,2007-2011,TF-IDF Chen
0.07780477405233593,0.0538719618468391,2007,2007-2011,TF-IDF Chen
0.01154135992385727,0.00893455937023797,2007,2007-2011,TF-IDF Chen
0.014878899869639448,0.0060354906724729585,2007,2007-2011,TF-IDF Chen
0.0852260975822729,0.0707901720920321,2007,2007-2011,TF-IDF Chen
0.09050853842299891,0.07940764319385515,2007,2007-2011,TF-IDF Chen
0.13163393975450888,0.11890000371010827,2007,2007-2011,TF-IDF Chen
0.01045140995632584,0.0028001590454808734,2007,2007-2011,TF-IDF Chen
0.11130856909582891,0.07815605144326815,2007,2007-2011,TF-IDF Chen
0.02269631733368707,0.019010678412434086,2007,2007-2011,TF-IDF Chen
0.04919131236454197,0.026743629842940625,2007,2007-2011,TF-IDF Chen
0.012265171455246169,0.005203700317608379,2007,2007-2011,TF-IDF Chen
0.03451912310755143,0.02541490629991563,2007,2007-2011,TF-IDF Chen
0.07538546196019259,0.0828048568418618,2007,2007-2011,TF-IDF Chen
0.009079809848387521,0.006359759866011068,2007,2007-2011,TF-IDF Chen
0.007146593984352253,-0.0014894791818909027,2007,2007-2011,TF-IDF Chen
0.01512822507788399,-0.007388961206435019,2007,2007-2011,TF-IDF Chen
0.01953952550880212,0.02049474882060034,2007,2007-2011,TF-IDF Chen
0.029454345842870697,0.006113706529231102,2007,2007-2011,TF-IDF Chen
0.008605784004789415,0.006639431872916607,2007,2007-2011,TF-IDF Chen
0.09759728194354678,-0.07753463485560379,2007,2007-2011,TF-IDF Chen
0.01982367687979308,0.017610495728873157,2007,2007-2011,TF-IDF Chen
0.004791414625109726,-0.0057535669881801236,2007,2007-2011,TF-IDF Chen
0.0060556250784051455,-0.0020166758390768045,2007,2007-2011,TF-IDF Chen
0.019791998217825953,0.010761114082458324,2007,2007-2011,TF-IDF Chen
