x,y,year,period,representation
0.1416627220394032,-0.10742104855646413,2007,2007-2011,TF-IDF Rohan
0.04649746801261909,-0.031129729986480156,2007,2007-2011,TF-IDF Rohan
0.19565453926054707,-0.0004791191232981058,2007,2007-2011,TF-IDF Rohan
0.14885221972295296,-0.1041181266751071,2007,2007-2011,TF-IDF Rohan
0.13732198312134178,-0.06670459152166185,2007,2007-2011,TF-IDF Rohan
0.14967719103561228,-0.03147314718244116,2007,2007-2011,TF-IDF Rohan
0.16784876637245622,0.009521604429857928,2007,2007-2011,TF-IDF Rohan
0.15508943251588617,-0.08739795802362361,2007,2007-2011,TF-IDF Rohan
0.09089818088571865,-0.024310973827879778,2007,2007-2011,TF-IDF Rohan
0.13317221229954782,-0.12361665995469284,2007,2007-2011,TF-IDF Rohan
0.10495709116544788,-0.1296997588750024,2007,2007-2011,TF-IDF Rohan
0.1439038507889815,-0.035738832722549616,2007,2007-2011,TF-IDF Rohan
0.10091043134955334,-0.0488695119577697,2007,2007-2011,TF-IDF Rohan
0.20049925484213954,-0.11155498135510321,2007,2007-2011,TF-IDF Rohan
0.10409291562899166,-0.05591048319027411,2007,2007-2011,TF-IDF Rohan
0.10248820753198522,-0.05119951289862352,2007,2007-2011,TF-IDF Rohan
0.1751425519584121,-0.07284653660277403,2007,2007-2011,TF-IDF Rohan
0.11918631833694028,-0.025778101028478113,2007,2007-2011,TF-IDF Rohan
0.1446076402592538,-0.015378301091590628,2007,2007-2011,TF-IDF Rohan
0.13544763127611184,-0.02235324854018175,2007,2007-2011,TF-IDF Rohan
0.16681947803458474,-0.08252890953910479,2007,2007-2011,TF-IDF Rohan
0.06754011032539135,-0.04954462233268087,2007,2007-2011,TF-IDF Rohan
0.11293506995316978,-0.09286202111804992,2007,2007-2011,TF-IDF Rohan
0.13005423628489396,0.005895649633913522,2007,2007-2011,TF-IDF Rohan
0.11818309363716445,0.01649615310440035,2007,2007-2011,TF-IDF Rohan
0.182934171568688,-0.04399301667929258,2007,2007-2011,TF-IDF Rohan
0.06052374867346152,-0.025375801155621585,2007,2007-2011,TF-IDF Rohan
0.1216610455121044,-0.049415909214983546,2007,2007-2011,TF-IDF Rohan
0.18070400377685786,0.07310762525662344,2007,2007-2011,TF-IDF Rohan
0.15980865580388479,-0.18056938300072883,2007,2007-2011,TF-IDF Rohan
0.10233143786698452,0.0360237357239459,2007,2007-2011,TF-IDF Rohan
0.13281526062232032,0.04333346576232308,2007,2007-2011,TF-IDF Rohan
0.13356368774863098,-0.09680803431057458,2007,2007-2011,TF-IDF Rohan
0.1708228950643273,-0.08101170223214997,2007,2007-2011,TF-IDF Rohan
0.2077679725568486,-0.10820049538544253,2007,2007-2011,TF-IDF Rohan
0.07480718771648279,-0.0727602484633549,2007,2007-2011,TF-IDF Rohan
0.1755284199149786,-0.05407215387265417,2007,2007-2011,TF-IDF Rohan
0.045378043049021044,-0.04869569662985672,2007,2007-2011,TF-IDF Rohan
0.10516965793313929,-0.0795168666972571,2007,2007-2011,TF-IDF Rohan
